 ****************** Start US v. 1.94 at 2014-11-25 22:45:33 ******************
 
 APS: DLSR H7BA 60 pm, Nb=48, coupling 100%, LS-337, M. Borland, 10/01/2013
 energy   6.000 GeV   current 200.0 mA   sige   0.0010000
 sigx    0.0074  mm   sigy   0.0109 mm   sigx1  0.0057 mr   sigy1  0.0038 mr
 period   2.700  cm   N          86      Kx      0.000      Ky      2.282
 emin    1000.0  eV   emax  50000.0 eV   ne      10000
 d       30.000   m   xpc     0.000 mm   ypc     0.000 mm
 xps      0.000  mm   yps     0.000 mm   nxp         0      nyp         0
 mode         2       method      4      iharm       0   
 nphi        20       nalpha     40      calpha2   2.0
 nomega      64       comega    8.0      nsigma      4
 
 e1      3513.5  eV   l1      3.529  A
 ptot    8666.6   W   pd      239.5  W/mm^2
 
 
 Irradiance for   0.000 mm,  0.000 mm  @  30.000 m (ph/s/mm^2/0.1%bw):
 Integrated flux  density  7.430E+16 ph/s/mm^2
 Integrated power density      168.2 W/mm^2
 Contributing harmonics    1 to   14
 
 Energy(eV)   Irradiance          p1      p2      p3      p4
  23775.200   4.991691E+07     0.998   0.000   0.000   0.002
  23780.100   6.012813E+07     0.998   0.000   0.000   0.002
  23785.000   7.160615E+07     0.998   0.000   0.000   0.002
  23789.900   8.562820E+07     0.998   0.000   0.000   0.002
  23794.800   1.008850E+08     0.998   0.000   0.000   0.002
  23799.700   1.186858E+08     0.998   0.000   0.000   0.002
  23804.600   1.389429E+08     0.998   0.000   0.000   0.002
  23809.500   1.606822E+08     0.998   0.000   0.000   0.002
  23814.400   1.867392E+08     0.997   0.000   0.000   0.003
  23819.300   2.147223E+08     0.997   0.000   0.000   0.003
  23824.200   2.456727E+08     0.997   0.000   0.000   0.003
  23829.100   2.808579E+08     0.997   0.000   0.000   0.003
  23834.000   3.181973E+08     0.997   0.000   0.000   0.003
  23838.900   3.606353E+08     0.997   0.000   0.000   0.003
  23843.800   4.065631E+08     0.996   0.000   0.000   0.004
  23848.700   4.555706E+08     0.996   0.000   0.000   0.004
  23853.600   5.110917E+08     0.996   0.000   0.000   0.004
  23858.500   5.695000E+08     0.996   0.000   0.000   0.004
  23863.400   6.334887E+08     0.995   0.000   0.000   0.005
  23868.300   7.031401E+08     0.995   0.000   0.000   0.005
  23873.200   7.760275E+08     0.995   0.000   0.000   0.005
  23878.100   8.578497E+08     0.995   0.000   0.000   0.005
  23883.000   9.438585E+08     0.994   0.000   0.000   0.006
  23887.900   1.035758E+09     0.994   0.000   0.000   0.006
  23892.800   1.136314E+09     0.994   0.000   0.000   0.006
  23897.700   1.241123E+09     0.993   0.000   0.000   0.007
  23902.600   1.355887E+09     0.993   0.000   0.000   0.007
  23907.500   1.477728E+09     0.992   0.000   0.000   0.008
  23912.400   1.605594E+09     0.992   0.000   0.000   0.008
  23917.300   1.746692E+09     0.992   0.000   0.000   0.008
  23922.200   1.893605E+09     0.991   0.000   0.000   0.009
  23927.100   2.051904E+09     0.991   0.000   0.000   0.009
  23932.000   2.221864E+09     0.990   0.000   0.000   0.010
  23936.900   2.398461E+09     0.990   0.000   0.000   0.010
  23941.800   2.594499E+09     0.989   0.000   0.000   0.011
  23946.700   2.800288E+09     0.988   0.000   0.000   0.012
  23951.600   3.020541E+09     0.988   0.000   0.000   0.012
  23956.500   3.264629E+09     0.987   0.000   0.000   0.013
  23961.400   3.521590E+09     0.987   0.000   0.000   0.013
  23966.300   3.813754E+09     0.986   0.000   0.000   0.014
  23971.200   4.134985E+09     0.986   0.000   0.000   0.014
  23976.100   4.483668E+09     0.985   0.000   0.000   0.015
  23981.000   4.900942E+09     0.985   0.000   0.000   0.015
  23985.900   5.354033E+09     0.984   0.000   0.000   0.016
  23990.800   5.886588E+09     0.984   0.000   0.000   0.016
  23995.700   6.509035E+09     0.984   0.000   0.000   0.016
  24000.600   7.186380E+09     0.983   0.000   0.000   0.017
  24005.500   8.058317E+09     0.983   0.000   0.000   0.017
  24010.400   9.027113E+09     0.983   0.000   0.000   0.017
  24015.300   1.016748E+10     0.984   0.000   0.000   0.016
  24020.200   1.156508E+10     0.984   0.000   0.000   0.016
  24025.100   1.310289E+10     0.984   0.000   0.000   0.016
  24030.000   1.506882E+10     0.985   0.000   0.000   0.015
  24034.900   1.731041E+10     0.985   0.000   0.000   0.015
  24039.800   1.988400E+10     0.986   0.000   0.000   0.014
  24044.700   2.309127E+10     0.986   0.000   0.000   0.014
  24049.600   2.661585E+10     0.987   0.000   0.000   0.013
  24054.500   3.093163E+10     0.987   0.000   0.000   0.013
  24059.400   3.590562E+10     0.988   0.000   0.000   0.012
  24064.300   4.142449E+10     0.988   0.000   0.000   0.012
  24069.200   4.826210E+10     0.989   0.000   0.000   0.011
  24074.100   5.570179E+10     0.989   0.000   0.000   0.011
  24079.000   6.440001E+10     0.989   0.000   0.000   0.011
  24083.900   7.440960E+10     0.990   0.000   0.000   0.010
  24088.800   8.517076E+10     0.990   0.000   0.000   0.010
  24093.700   9.833337E+10     0.990   0.000   0.000   0.010
  24098.600   1.125182E+11     0.991   0.000   0.000   0.009
  24103.500   1.285235E+11     0.991   0.000   0.000   0.009
  24108.400   1.469229E+11     0.991   0.000   0.000   0.009
  24113.300   1.665659E+11     0.991   0.000   0.000   0.009
  24118.200   1.898212E+11     0.991   0.000   0.000   0.009
  24123.100   2.150998E+11     0.992   0.000   0.000   0.008
  24128.000   2.429709E+11     0.992   0.000   0.000   0.008
  24132.900   2.750379E+11     0.992   0.000   0.000   0.008
  24137.800   3.090890E+11     0.992   0.000   0.000   0.008
  24142.700   3.481343E+11     0.992   0.000   0.000   0.008
  24147.600   3.906746E+11     0.992   0.000   0.000   0.008
  24152.500   4.365220E+11     0.992   0.000   0.000   0.008
  24157.400   4.893686E+11     0.992   0.000   0.000   0.008
  24162.300   5.453699E+11     0.992   0.000   0.000   0.008
  24167.200   6.085711E+11     0.992   0.000   0.000   0.008
  24172.100   6.778344E+11     0.992   0.000   0.000   0.008
  24177.000   7.514095E+11     0.992   0.000   0.000   0.008
  24181.900   8.355487E+11     0.992   0.000   0.000   0.008
  24186.800   9.239276E+11     0.992   0.000   0.000   0.008
  24191.700   1.020845E+12     0.992   0.000   0.000   0.008
  24196.600   1.126269E+12     0.992   0.000   0.000   0.008
  24201.500   1.236321E+12     0.992   0.000   0.000   0.008
  24206.400   1.360108E+12     0.992   0.000   0.000   0.008
  24211.300   1.488805E+12     0.992   0.000   0.000   0.008
  24216.200   1.626363E+12     0.992   0.000   0.000   0.008
  24221.100   1.773243E+12     0.992   0.000   0.000   0.008
  24226.000   1.924687E+12     0.992   0.000   0.000   0.008
  24230.900   2.087754E+12     0.992   0.000   0.000   0.008
  24235.800   2.255690E+12     0.992   0.000   0.000   0.008
  24240.700   2.430525E+12     0.992   0.000   0.000   0.008
  24245.600   2.613950E+12     0.991   0.000   0.000   0.009
  24250.500   2.801180E+12     0.991   0.000   0.000   0.009
  24255.400   2.997500E+12     0.991   0.000   0.000   0.009
  24260.300   3.198191E+12     0.991   0.000   0.000   0.009
  24265.200   3.403883E+12     0.990   0.000   0.000   0.010
  24270.100   3.617420E+12     0.990   0.000   0.000   0.010
  24275.000   3.834612E+12     0.990   0.000   0.000   0.010
  24279.900   4.061475E+12     0.989   0.000   0.000   0.011
  24284.800   4.296126E+12     0.989   0.000   0.000   0.011
  24289.700   4.538143E+12     0.989   0.000   0.000   0.011
  24294.600   4.797383E+12     0.988   0.000   0.000   0.012
  24299.500   5.064910E+12     0.988   0.000   0.000   0.012
  24304.400   5.353431E+12     0.987   0.000   0.000   0.013
  24309.300   5.662217E+12     0.987   0.000   0.000   0.013
  24314.200   5.987159E+12     0.987   0.000   0.000   0.013
  24319.100   6.358613E+12     0.986   0.000   0.000   0.014
  24324.000   6.752752E+12     0.986   0.000   0.000   0.014
  24328.900   7.200485E+12     0.986   0.000   0.000   0.014
  24333.800   7.705084E+12     0.985   0.000   0.000   0.015
  24338.700   8.248585E+12     0.985   0.000   0.000   0.015
  24343.600   8.911106E+12     0.985   0.000   0.000   0.015
  24348.500   9.628989E+12     0.985   0.000   0.000   0.015
  24353.400   1.046783E+13     0.985   0.000   0.000   0.015
  24358.300   1.144775E+13     0.985   0.000   0.000   0.015
  24363.200   1.251186E+13     0.986   0.000   0.000   0.014
  24368.100   1.386696E+13     0.986   0.000   0.000   0.014
  24373.000   1.535349E+13     0.986   0.000   0.000   0.014
  24377.900   1.711028E+13     0.987   0.000   0.000   0.013
  24382.800   1.919921E+13     0.988   0.000   0.000   0.012
  24387.700   2.146408E+13     0.988   0.000   0.000   0.012
  24392.600   2.438810E+13     0.989   0.000   0.000   0.011
  24397.500   2.760700E+13     0.989   0.000   0.000   0.011
  24402.400   3.140329E+13     0.990   0.000   0.000   0.010
  24407.300   3.596827E+13     0.991   0.000   0.000   0.009
  24412.200   4.092404E+13     0.991   0.000   0.000   0.009
  24417.100   4.731434E+13     0.992   0.000   0.000   0.008
  24422.000   5.434411E+13     0.993   0.000   0.000   0.007
  24426.900   6.253775E+13     0.993   0.000   0.000   0.007
  24431.800   7.223300E+13     0.994   0.000   0.000   0.006
  24436.700   8.267051E+13     0.994   0.000   0.000   0.006
  24441.600   9.555492E+13     0.995   0.000   0.000   0.005
  24446.500   1.095113E+14     0.995   0.000   0.000   0.005
  24451.400   1.253027E+14     0.996   0.000   0.000   0.004
  24456.300   1.434223E+14     0.996   0.000   0.000   0.004
  24461.200   1.626648E+14     0.997   0.000   0.000   0.003
  24466.100   1.854222E+14     0.997   0.000   0.000   0.003
  24471.000   2.096666E+14     0.997   0.000   0.000   0.003
  24475.900   2.363593E+14     0.997   0.000   0.000   0.003
  24480.800   2.659218E+14     0.998   0.000   0.000   0.002
  24485.700   2.968184E+14     0.998   0.000   0.000   0.002
  24490.600   3.313687E+14     0.998   0.000   0.000   0.002
  24495.500   3.671832E+14     0.998   0.000   0.000   0.002
  24500.400   4.050441E+14     0.998   0.000   0.000   0.002
  24505.300   4.446392E+14     0.999   0.000   0.000   0.001
  24510.200   4.849742E+14     0.999   0.000   0.000   0.001
  24515.100   5.264041E+14     0.999   0.000   0.000   0.001
  24520.000   5.676470E+14     0.999   0.000   0.000   0.001
  24524.900   6.085916E+14     0.999   0.000   0.000   0.001
  24529.800   6.478305E+14     0.999   0.000   0.000   0.001
  24534.700   6.861806E+14     0.999   0.000   0.000   0.001
  24539.600   7.202793E+14     0.999   0.000   0.000   0.001
  24544.500   7.519347E+14     0.999   0.000   0.000   0.001
  24549.400   7.795356E+14     0.999   0.000   0.000   0.001
  24554.300   8.012689E+14     0.999   0.000   0.000   0.001
  24559.200   8.202100E+14     0.999   0.000   0.000   0.001
  24564.100   8.297909E+14     0.999   0.000   0.000   0.001
  24569.000   8.355309E+14     0.999   0.000   0.000   0.001
  24573.900   8.345887E+14     1.000   0.000   0.000   0.000
  24578.800   8.262634E+14     1.000   0.000   0.000   0.000
  24583.700   8.144604E+14     1.000   0.000   0.000   0.000
  24588.600   7.928297E+14     1.000   0.000   0.000   0.000
  24593.500   7.681404E+14     1.000   0.000   0.000   0.000
  24598.400   7.377450E+14     1.000   0.000   0.000   0.000
  24603.300   7.026509E+14     1.000   0.000   0.000   0.000
  24608.200   6.652979E+14     1.000   0.000   0.000   0.000
  24613.100   6.231699E+14     1.000   0.000   0.000   0.000
  24618.000   5.802302E+14     1.000   0.000   0.000   0.000
  24622.900   5.356206E+14     1.000   0.000   0.000   0.000
  24627.800   4.908315E+14     1.000   0.000   0.000   0.000
  24632.700   4.459513E+14     1.000   0.000   0.000   0.000
  24637.600   4.026957E+14     1.000   0.000   0.000   0.000
  24642.500   3.604487E+14     1.000   0.000   0.000   0.000
  24647.400   3.204344E+14     1.000   0.000   0.000   0.000
  24652.300   2.830888E+14     1.000   0.000   0.000   0.000
  24657.200   2.473406E+14     1.000   0.000   0.000   0.000
  24662.100   2.161868E+14     1.000   0.000   0.000   0.000
  24667.000   1.866397E+14     1.000   0.000   0.000   0.000
  24671.900   1.607318E+14     1.000   0.000   0.000   0.000
  24676.800   1.376759E+14     1.000   0.000   0.000   0.000
  24681.700   1.165753E+14     1.000   0.000   0.000   0.000
  24686.600   9.946949E+13     1.000   0.000   0.000   0.000
  24691.500   8.362849E+13     1.000   0.000   0.000   0.000
  24696.400   7.067737E+13     1.000   0.000   0.000   0.000
  24701.300   5.946716E+13     1.000   0.000   0.000   0.000
  24706.200   4.964851E+13     1.000   0.000   0.000   0.000
  24711.100   4.201417E+13     1.000   0.000   0.000   0.000
  24716.000   3.506786E+13     1.000   0.000   0.000   0.000
  24720.900   2.967947E+13     1.000   0.000   0.000   0.000
  24725.800   2.505175E+13     1.000   0.000   0.000   0.000
  24730.700   2.114564E+13     1.000   0.000   0.000   0.000
  24735.600   1.817905E+13     1.000   0.000   0.000   0.000
  24740.500   1.553169E+13     1.000   0.000   0.000   0.000
  24745.400   1.361781E+13     1.000   0.000   0.000   0.000
  24750.300   1.199517E+13     1.000   0.000   0.000   0.000
  24755.200   1.070689E+13     1.000   0.000   0.000   0.000
  24760.100   9.748978E+12     1.000   0.000   0.000   0.000
  24765.000   8.907783E+12     1.000   0.000   0.000   0.000
  24769.900   8.292332E+12     1.000   0.000   0.000   0.000
  24774.800   7.732400E+12     1.000   0.000   0.000   0.000
  24779.700   7.251408E+12     1.000   0.000   0.000   0.000
  24784.600   6.822760E+12     1.000   0.000   0.000   0.000
  24789.500   6.415833E+12     1.000   0.000   0.000   0.000
  24794.400   6.056438E+12     1.000   0.000   0.000   0.000
  24799.300   5.713024E+12     1.000   0.000   0.000   0.000
  24804.200   5.398598E+12     1.000   0.000   0.000   0.000
  24809.100   5.110246E+12     1.000   0.000   0.000   0.000
  24814.000   4.834889E+12     1.000   0.000   0.000   0.000
  24818.900   4.587532E+12     1.000   0.000   0.000   0.000
  24823.800   4.346293E+12     1.000   0.000   0.000   0.000
  24828.700   4.118448E+12     1.000   0.000   0.000   0.000
  24833.600   3.899077E+12     1.000   0.000   0.000   0.000
  24838.500   3.685293E+12     1.000   0.000   0.000   0.000
  24843.400   3.483292E+12     1.000   0.000   0.000   0.000
  24848.300   3.285039E+12     1.000   0.000   0.000   0.000
  24853.200   3.095832E+12     1.000   0.000   0.000   0.000
  24858.100   2.911493E+12     1.000   0.000   0.000   0.000
  24863.000   2.731410E+12     1.000   0.000   0.000   0.000
  24867.900   2.556930E+12     1.000   0.000   0.000   0.000
  24872.800   2.384477E+12     1.000   0.000   0.000   0.000
  24877.700   2.217423E+12     1.000   0.000   0.000   0.000
  24882.600   2.053931E+12     1.000   0.000   0.000   0.000
  24887.500   1.894630E+12     1.000   0.000   0.000   0.000
  24892.400   1.742394E+12     1.000   0.000   0.000   0.000
  24897.300   1.593046E+12     1.000   0.000   0.000   0.000
  24902.200   1.452776E+12     1.000   0.000   0.000   0.000
  24907.100   1.316415E+12     1.000   0.000   0.000   0.000
  24912.000   1.186433E+12     1.000   0.000   0.000   0.000
  24916.900   1.064207E+12     1.000   0.000   0.000   0.000
  24921.800   9.455620E+11     1.000   0.000   0.000   0.000
  24926.700   8.396110E+11     1.000   0.000   0.000   0.000
  24931.600   7.378247E+11     1.000   0.000   0.000   0.000
  24936.500   6.456793E+11     1.000   0.000   0.000   0.000
  24941.400   5.615880E+11     1.000   0.000   0.000   0.000
  24946.300   4.829074E+11     1.000   0.000   0.000   0.000
  24951.200   4.155597E+11     1.000   0.000   0.000   0.000
  24956.100   3.518693E+11     1.000   0.000   0.000   0.000
  24961.000   2.975677E+11     1.000   0.000   0.000   0.000
  24965.900   2.488660E+11     1.000   0.000   0.000   0.000
  24970.800   2.056146E+11     1.000   0.000   0.000   0.000
  24975.700   1.703844E+11     1.000   0.000   0.000   0.000
  24980.600   1.379587E+11     1.000   0.000   0.000   0.000
  24985.500   1.128463E+11     1.000   0.000   0.000   0.000
  24990.400   9.038073E+10     1.000   0.000   0.000   0.000
  24995.300   7.172124E+10     1.000   0.000   0.000   0.000
  25000.200   5.667006E+10     1.000   0.000   0.000   0.000
  25005.100   4.313307E+10     1.000   0.000   0.000   0.000
  25010.000   3.369942E+10     1.000   0.000   0.000   0.000
  25014.900   2.526212E+10     1.000   0.000   0.000   0.000
  25019.800   1.905893E+10     1.000   0.000   0.000   0.000
  25024.700   1.420254E+10     1.000   0.000   0.000   0.000
  25029.600   1.022030E+10     1.000   0.000   0.000   0.000
  25034.500   7.456703E+09     1.000   0.000   0.000   0.000
  25039.400   5.002850E+09     1.000   0.000   0.000   0.000
  25044.300   3.264073E+09     1.000   0.000   0.000   0.000
  25049.200   1.902883E+09     1.000   0.000   0.000   0.000
  25054.100   9.225042E+08     1.000   0.000   0.000   0.000
  25059.000   4.302137E+08     1.000   0.000   0.000   0.000
  25063.900   9.225874E+07     1.000   0.000   0.000   0.000
  25068.800   3.516218E+07     1.000   0.000   0.000   0.000
  25073.700   0.000000E+00     0.000   0.000   0.000   0.000
  25078.600   0.000000E+00     0.000   0.000   0.000   0.000
  25083.500   0.000000E+00     0.000   0.000   0.000   0.000
  25088.400   0.000000E+00     0.000   0.000   0.000   0.000
  25093.300   0.000000E+00     0.000   0.000   0.000   0.000
  25098.200   0.000000E+00     0.000   0.000   0.000   0.000
  25103.100   0.000000E+00     0.000   0.000   0.000   0.000
  25108.000   0.000000E+00     0.000   0.000   0.000   0.000
  25112.900   0.000000E+00     0.000   0.000   0.000   0.000
  25117.800   0.000000E+00     0.000   0.000   0.000   0.000
  25122.700   0.000000E+00     0.000   0.000   0.000   0.000
  25127.600   0.000000E+00     0.000   0.000   0.000   0.000
  25132.500   0.000000E+00     0.000   0.000   0.000   0.000
  25137.400   0.000000E+00     0.000   0.000   0.000   0.000
  25142.300   0.000000E+00     0.000   0.000   0.000   0.000
  25147.200   0.000000E+00     0.000   0.000   0.000   0.000
  25152.100   0.000000E+00     0.000   0.000   0.000   0.000
  25157.000   0.000000E+00     0.000   0.000   0.000   0.000
  25161.900   0.000000E+00     0.000   0.000   0.000   0.000
  25166.800   0.000000E+00     0.000   0.000   0.000   0.000
  25171.700   0.000000E+00     0.000   0.000   0.000   0.000
  25176.600   0.000000E+00     0.000   0.000   0.000   0.000
  25181.500   0.000000E+00     0.000   0.000   0.000   0.000
  25186.400   0.000000E+00     0.000   0.000   0.000   0.000
  25191.300   0.000000E+00     0.000   0.000   0.000   0.000
  25196.200   0.000000E+00     0.000   0.000   0.000   0.000
  25201.100   0.000000E+00     0.000   0.000   0.000   0.000
  25206.000   0.000000E+00     0.000   0.000   0.000   0.000
  25210.900   0.000000E+00     0.000   0.000   0.000   0.000
  25215.800   0.000000E+00     0.000   0.000   0.000   0.000
  25220.700   0.000000E+00     0.000   0.000   0.000   0.000
  25225.600   0.000000E+00     0.000   0.000   0.000   0.000
  25230.500   0.000000E+00     0.000   0.000   0.000   0.000
  25235.400   0.000000E+00     0.000   0.000   0.000   0.000
  25240.300   0.000000E+00     0.000   0.000   0.000   0.000
  25245.200   0.000000E+00     0.000   0.000   0.000   0.000
  25250.100   0.000000E+00     0.000   0.000   0.000   0.000
  25255.000   0.000000E+00     0.000   0.000   0.000   0.000
  25259.900   0.000000E+00     0.000   0.000   0.000   0.000
  25264.800   0.000000E+00     0.000   0.000   0.000   0.000
  25269.700   0.000000E+00     0.000   0.000   0.000   0.000
  25274.600   0.000000E+00     0.000   0.000   0.000   0.000
  25279.500   0.000000E+00     0.000   0.000   0.000   0.000
  25284.400   0.000000E+00     0.000   0.000   0.000   0.000
  25289.300   0.000000E+00     0.000   0.000   0.000   0.000
  25294.200   0.000000E+00     0.000   0.000   0.000   0.000
  25299.100   0.000000E+00     0.000   0.000   0.000   0.000
  25304.000   0.000000E+00     0.000   0.000   0.000   0.000
  25308.900   0.000000E+00     0.000   0.000   0.000   0.000
  25313.800   0.000000E+00     0.000   0.000   0.000   0.000
  25318.700   0.000000E+00     0.000   0.000   0.000   0.000
  25323.600   0.000000E+00     0.000   0.000   0.000   0.000
  25328.500   0.000000E+00     0.000   0.000   0.000   0.000
  25333.400   0.000000E+00     0.000   0.000   0.000   0.000
  25338.300   0.000000E+00     0.000   0.000   0.000   0.000
  25343.200   0.000000E+00     0.000   0.000   0.000   0.000
  25348.100   0.000000E+00     0.000   0.000   0.000   0.000
  25353.000   0.000000E+00     0.000   0.000   0.000   0.000
  25357.900   0.000000E+00     0.000   0.000   0.000   0.000
  25362.800   0.000000E+00     0.000   0.000   0.000   0.000
  25367.700   0.000000E+00     0.000   0.000   0.000   0.000
  25372.600   0.000000E+00     0.000   0.000   0.000   0.000
  25377.500   0.000000E+00     0.000   0.000   0.000   0.000
  25382.400   0.000000E+00     0.000   0.000   0.000   0.000
  25387.300   0.000000E+00     0.000   0.000   0.000   0.000
  25392.200   0.000000E+00     0.000   0.000   0.000   0.000
  25397.100   0.000000E+00     0.000   0.000   0.000   0.000
  25402.000   0.000000E+00     0.000   0.000   0.000   0.000
  25406.900   0.000000E+00     0.000   0.000   0.000   0.000
  25411.800   0.000000E+00     0.000   0.000   0.000   0.000
  25416.700   0.000000E+00     0.000   0.000   0.000   0.000
  25421.600   0.000000E+00     0.000   0.000   0.000   0.000
  25426.500   0.000000E+00     0.000   0.000   0.000   0.000
  25431.400   0.000000E+00     0.000   0.000   0.000   0.000
  25436.300   0.000000E+00     0.000   0.000   0.000   0.000
  25441.200   0.000000E+00     0.000   0.000   0.000   0.000
  25446.100   0.000000E+00     0.000   0.000   0.000   0.000
  25451.000   0.000000E+00     0.000   0.000   0.000   0.000
  25455.900   0.000000E+00     0.000   0.000   0.000   0.000
  25460.800   0.000000E+00     0.000   0.000   0.000   0.000
  25465.700   0.000000E+00     0.000   0.000   0.000   0.000
  25470.600   0.000000E+00     0.000   0.000   0.000   0.000
  25475.500   0.000000E+00     0.000   0.000   0.000   0.000
  25480.400   0.000000E+00     0.000   0.000   0.000   0.000
  25485.300   0.000000E+00     0.000   0.000   0.000   0.000
  25490.200   0.000000E+00     0.000   0.000   0.000   0.000
  25495.100   0.000000E+00     0.000   0.000   0.000   0.000
  25500.000   0.000000E+00     0.000   0.000   0.000   0.000
  25504.900   0.000000E+00     0.000   0.000   0.000   0.000
  25509.800   0.000000E+00     0.000   0.000   0.000   0.000
  25514.700   0.000000E+00     0.000   0.000   0.000   0.000
  25519.600   0.000000E+00     0.000   0.000   0.000   0.000
  25524.500   0.000000E+00     0.000   0.000   0.000   0.000
  25529.400   0.000000E+00     0.000   0.000   0.000   0.000
  25534.300   0.000000E+00     0.000   0.000   0.000   0.000
  25539.200   0.000000E+00     0.000   0.000   0.000   0.000
  25544.100   0.000000E+00     0.000   0.000   0.000   0.000
  25549.000   0.000000E+00     0.000   0.000   0.000   0.000
  25553.900   0.000000E+00     0.000   0.000   0.000   0.000
  25558.800   0.000000E+00     0.000   0.000   0.000   0.000
  25563.700   0.000000E+00     0.000   0.000   0.000   0.000
  25568.600   0.000000E+00     0.000   0.000   0.000   0.000
  25573.500   0.000000E+00     0.000   0.000   0.000   0.000
  25578.400   0.000000E+00     0.000   0.000   0.000   0.000
  25583.300   0.000000E+00     0.000   0.000   0.000   0.000
  25588.200   0.000000E+00     0.000   0.000   0.000   0.000
  25593.100   0.000000E+00     0.000   0.000   0.000   0.000
  25598.000   0.000000E+00     0.000   0.000   0.000   0.000
  25602.900   0.000000E+00     0.000   0.000   0.000   0.000
  25607.800   0.000000E+00     0.000   0.000   0.000   0.000
  25612.700   0.000000E+00     0.000   0.000   0.000   0.000
  25617.600   0.000000E+00     0.000   0.000   0.000   0.000
  25622.500   0.000000E+00     0.000   0.000   0.000   0.000
  25627.400   0.000000E+00     0.000   0.000   0.000   0.000
  25632.300   0.000000E+00     0.000   0.000   0.000   0.000
  25637.200   0.000000E+00     0.000   0.000   0.000   0.000
  25642.100   0.000000E+00     0.000   0.000   0.000   0.000
  25647.000   0.000000E+00     0.000   0.000   0.000   0.000
  25651.900   0.000000E+00     0.000   0.000   0.000   0.000
  25656.800   0.000000E+00     0.000   0.000   0.000   0.000
  25661.700   0.000000E+00     0.000   0.000   0.000   0.000
  25666.600   0.000000E+00     0.000   0.000   0.000   0.000
  25671.500   0.000000E+00     0.000   0.000   0.000   0.000
  25676.400   0.000000E+00     0.000   0.000   0.000   0.000
  25681.300   0.000000E+00     0.000   0.000   0.000   0.000
  25686.200   0.000000E+00     0.000   0.000   0.000   0.000
  25691.100   0.000000E+00     0.000   0.000   0.000   0.000
  25696.000   0.000000E+00     0.000   0.000   0.000   0.000
  25700.900   0.000000E+00     0.000   0.000   0.000   0.000
  25705.800   0.000000E+00     0.000   0.000   0.000   0.000
  25710.700   0.000000E+00     0.000   0.000   0.000   0.000
  25715.600   0.000000E+00     0.000   0.000   0.000   0.000
  25720.500   0.000000E+00     0.000   0.000   0.000   0.000
  25725.400   0.000000E+00     0.000   0.000   0.000   0.000
  25730.300   0.000000E+00     0.000   0.000   0.000   0.000
  25735.200   0.000000E+00     0.000   0.000   0.000   0.000
  25740.100   0.000000E+00     0.000   0.000   0.000   0.000
  25745.000   0.000000E+00     0.000   0.000   0.000   0.000
  25749.900   0.000000E+00     0.000   0.000   0.000   0.000
  25754.800   0.000000E+00     0.000   0.000   0.000   0.000
  25759.700   0.000000E+00     0.000   0.000   0.000   0.000
  25764.600   0.000000E+00     0.000   0.000   0.000   0.000
  25769.500   0.000000E+00     0.000   0.000   0.000   0.000
  25774.400   0.000000E+00     0.000   0.000   0.000   0.000
  25779.300   0.000000E+00     0.000   0.000   0.000   0.000
  25784.200   0.000000E+00     0.000   0.000   0.000   0.000
  25789.100   0.000000E+00     0.000   0.000   0.000   0.000
  25794.000   0.000000E+00     0.000   0.000   0.000   0.000
  25798.900   0.000000E+00     0.000   0.000   0.000   0.000
  25803.800   0.000000E+00     0.000   0.000   0.000   0.000
  25808.700   0.000000E+00     0.000   0.000   0.000   0.000
  25813.600   0.000000E+00     0.000   0.000   0.000   0.000
  25818.500   0.000000E+00     0.000   0.000   0.000   0.000
  25823.400   0.000000E+00     0.000   0.000   0.000   0.000
  25828.300   0.000000E+00     0.000   0.000   0.000   0.000
  25833.200   0.000000E+00     0.000   0.000   0.000   0.000
  25838.100   0.000000E+00     0.000   0.000   0.000   0.000
  25843.000   0.000000E+00     0.000   0.000   0.000   0.000
  25847.900   0.000000E+00     0.000   0.000   0.000   0.000
  25852.800   0.000000E+00     0.000   0.000   0.000   0.000
  25857.700   0.000000E+00     0.000   0.000   0.000   0.000
  25862.600   0.000000E+00     0.000   0.000   0.000   0.000
  25867.500   0.000000E+00     0.000   0.000   0.000   0.000
  25872.400   0.000000E+00     0.000   0.000   0.000   0.000
  25877.300   0.000000E+00     0.000   0.000   0.000   0.000
  25882.200   0.000000E+00     0.000   0.000   0.000   0.000
  25887.100   0.000000E+00     0.000   0.000   0.000   0.000
  25892.000   0.000000E+00     0.000   0.000   0.000   0.000
  25896.900   0.000000E+00     0.000   0.000   0.000   0.000
  25901.800   0.000000E+00     0.000   0.000   0.000   0.000
  25906.700   0.000000E+00     0.000   0.000   0.000   0.000
  25911.600   0.000000E+00     0.000   0.000   0.000   0.000
  25916.500   0.000000E+00     0.000   0.000   0.000   0.000
  25921.400   0.000000E+00     0.000   0.000   0.000   0.000
  25926.300   0.000000E+00     0.000   0.000   0.000   0.000
  25931.200   0.000000E+00     0.000   0.000   0.000   0.000
  25936.100   0.000000E+00     0.000   0.000   0.000   0.000
  25941.000   0.000000E+00     0.000   0.000   0.000   0.000
  25945.900   0.000000E+00     0.000   0.000   0.000   0.000
  25950.800   0.000000E+00     0.000   0.000   0.000   0.000
  25955.700   0.000000E+00     0.000   0.000   0.000   0.000
  25960.600   0.000000E+00     0.000   0.000   0.000   0.000
  25965.500   0.000000E+00     0.000   0.000   0.000   0.000
