 ****************** Start US v. 1.94 at 2014-11-25 22:45:33 ******************
 
 APS: DLSR H7BA 60 pm, Nb=48, coupling 100%, LS-337, M. Borland, 10/01/2013
 energy   6.000 GeV   current 200.0 mA   sige   0.0010000
 sigx    0.0074  mm   sigy   0.0109 mm   sigx1  0.0057 mr   sigy1  0.0038 mr
 period   2.700  cm   N          86      Kx      0.000      Ky      2.282
 emin    1000.0  eV   emax  50000.0 eV   ne      10000
 d       30.000   m   xpc     0.000 mm   ypc     0.000 mm
 xps      0.000  mm   yps     0.000 mm   nxp         0      nyp         0
 mode         2       method      4      iharm       0   
 nphi        20       nalpha     40      calpha2   2.0
 nomega      64       comega    8.0      nsigma      4
 
 e1      3513.5  eV   l1      3.529  A
 ptot    8666.6   W   pd      239.5  W/mm^2
 
 
 Irradiance for   0.000 mm,  0.000 mm  @  30.000 m (ph/s/mm^2/0.1%bw):
 Integrated flux  density  7.430E+16 ph/s/mm^2
 Integrated power density      168.2 W/mm^2
 Contributing harmonics    1 to   14
 
 Energy(eV)   Irradiance          p1      p2      p3      p4
   7762.000   0.000000E+00     0.000   0.000   0.000   0.000
   7766.900   0.000000E+00     0.000   0.000   0.000   0.000
   7771.800   0.000000E+00     0.000   0.000   0.000   0.000
   7776.700   0.000000E+00     0.000   0.000   0.000   0.000
   7781.600   0.000000E+00     0.000   0.000   0.000   0.000
   7786.500   0.000000E+00     0.000   0.000   0.000   0.000
   7791.400   0.000000E+00     0.000   0.000   0.000   0.000
   7796.300   0.000000E+00     0.000   0.000   0.000   0.000
   7801.200   0.000000E+00     0.000   0.000   0.000   0.000
   7806.100   0.000000E+00     0.000   0.000   0.000   0.000
   7811.000   0.000000E+00     0.000   0.000   0.000   0.000
   7815.900   0.000000E+00     0.000   0.000   0.000   0.000
   7820.800   0.000000E+00     0.000   0.000   0.000   0.000
   7825.700   0.000000E+00     0.000   0.000   0.000   0.000
   7830.600   0.000000E+00     0.000   0.000   0.000   0.000
   7835.500   0.000000E+00     0.000   0.000   0.000   0.000
   7840.400   0.000000E+00     0.000   0.000   0.000   0.000
   7845.300   0.000000E+00     0.000   0.000   0.000   0.000
   7850.200   0.000000E+00     0.000   0.000   0.000   0.000
   7855.100   0.000000E+00     0.000   0.000   0.000   0.000
   7860.000   0.000000E+00     0.000   0.000   0.000   0.000
   7864.900   0.000000E+00     0.000   0.000   0.000   0.000
   7869.800   0.000000E+00     0.000   0.000   0.000   0.000
   7874.700   0.000000E+00     0.000   0.000   0.000   0.000
   7879.600   0.000000E+00     0.000   0.000   0.000   0.000
   7884.500   0.000000E+00     0.000   0.000   0.000   0.000
   7889.400   0.000000E+00     0.000   0.000   0.000   0.000
   7894.300   0.000000E+00     0.000   0.000   0.000   0.000
   7899.200   0.000000E+00     0.000   0.000   0.000   0.000
   7904.100   0.000000E+00     0.000   0.000   0.000   0.000
   7909.000   0.000000E+00     0.000   0.000   0.000   0.000
   7913.900   0.000000E+00     0.000   0.000   0.000   0.000
   7918.800   0.000000E+00     0.000   0.000   0.000   0.000
   7923.700   0.000000E+00     0.000   0.000   0.000   0.000
   7928.600   0.000000E+00     0.000   0.000   0.000   0.000
   7933.500   0.000000E+00     0.000   0.000   0.000   0.000
   7938.400   0.000000E+00     0.000   0.000   0.000   0.000
   7943.300   0.000000E+00     0.000   0.000   0.000   0.000
   7948.200   0.000000E+00     0.000   0.000   0.000   0.000
   7953.100   0.000000E+00     0.000   0.000   0.000   0.000
   7958.000   0.000000E+00     0.000   0.000   0.000   0.000
   7962.900   0.000000E+00     0.000   0.000   0.000   0.000
   7967.800   0.000000E+00     0.000   0.000   0.000   0.000
   7972.700   0.000000E+00     0.000   0.000   0.000   0.000
   7977.600   0.000000E+00     0.000   0.000   0.000   0.000
   7982.500   0.000000E+00     0.000   0.000   0.000   0.000
   7987.400   0.000000E+00     0.000   0.000   0.000   0.000
   7992.300   0.000000E+00     0.000   0.000   0.000   0.000
   7997.200   0.000000E+00     0.000   0.000   0.000   0.000
   8002.100   0.000000E+00     0.000   0.000   0.000   0.000
   8007.000   0.000000E+00     0.000   0.000   0.000   0.000
   8011.900   0.000000E+00     0.000   0.000   0.000   0.000
   8016.800   0.000000E+00     0.000   0.000   0.000   0.000
   8021.700   0.000000E+00     0.000   0.000   0.000   0.000
   8026.600   0.000000E+00     0.000   0.000   0.000   0.000
   8031.500   0.000000E+00     0.000   0.000   0.000   0.000
   8036.400   0.000000E+00     0.000   0.000   0.000   0.000
   8041.300   0.000000E+00     0.000   0.000   0.000   0.000
   8046.200   0.000000E+00     0.000   0.000   0.000   0.000
   8051.100   0.000000E+00     0.000   0.000   0.000   0.000
   8056.000   0.000000E+00     0.000   0.000   0.000   0.000
   8060.900   0.000000E+00     0.000   0.000   0.000   0.000
   8065.800   0.000000E+00     0.000   0.000   0.000   0.000
   8070.700   0.000000E+00     0.000   0.000   0.000   0.000
   8075.600   0.000000E+00     0.000   0.000   0.000   0.000
   8080.500   0.000000E+00     0.000   0.000   0.000   0.000
   8085.400   0.000000E+00     0.000   0.000   0.000   0.000
   8090.300   0.000000E+00     0.000   0.000   0.000   0.000
   8095.200   0.000000E+00     0.000   0.000   0.000   0.000
   8100.100   0.000000E+00     0.000   0.000   0.000   0.000
   8105.000   0.000000E+00     0.000   0.000   0.000   0.000
   8109.900   0.000000E+00     0.000   0.000   0.000   0.000
   8114.800   0.000000E+00     0.000   0.000   0.000   0.000
   8119.700   0.000000E+00     0.000   0.000   0.000   0.000
   8124.600   0.000000E+00     0.000   0.000   0.000   0.000
   8129.500   0.000000E+00     0.000   0.000   0.000   0.000
   8134.400   0.000000E+00     0.000   0.000   0.000   0.000
   8139.300   0.000000E+00     0.000   0.000   0.000   0.000
   8144.200   0.000000E+00     0.000   0.000   0.000   0.000
   8149.100   0.000000E+00     0.000   0.000   0.000   0.000
   8154.000   0.000000E+00     0.000   0.000   0.000   0.000
   8158.900   0.000000E+00     0.000   0.000   0.000   0.000
   8163.800   0.000000E+00     0.000   0.000   0.000   0.000
   8168.700   0.000000E+00     0.000   0.000   0.000   0.000
   8173.600   0.000000E+00     0.000   0.000   0.000   0.000
   8178.500   0.000000E+00     0.000   0.000   0.000   0.000
   8183.400   0.000000E+00     0.000   0.000   0.000   0.000
   8188.300   0.000000E+00     0.000   0.000   0.000   0.000
   8193.200   0.000000E+00     0.000   0.000   0.000   0.000
   8198.100   0.000000E+00     0.000   0.000   0.000   0.000
   8203.000   0.000000E+00     0.000   0.000   0.000   0.000
   8207.900   0.000000E+00     0.000   0.000   0.000   0.000
   8212.800   0.000000E+00     0.000   0.000   0.000   0.000
   8217.700   0.000000E+00     0.000   0.000   0.000   0.000
   8222.600   0.000000E+00     0.000   0.000   0.000   0.000
   8227.500   0.000000E+00     0.000   0.000   0.000   0.000
   8232.400   0.000000E+00     0.000   0.000   0.000   0.000
   8237.300   0.000000E+00     0.000   0.000   0.000   0.000
   8242.200   0.000000E+00     0.000   0.000   0.000   0.000
   8247.100   0.000000E+00     0.000   0.000   0.000   0.000
   8252.000   0.000000E+00     0.000   0.000   0.000   0.000
   8256.900   0.000000E+00     0.000   0.000   0.000   0.000
   8261.800   0.000000E+00     0.000   0.000   0.000   0.000
   8266.700   0.000000E+00     0.000   0.000   0.000   0.000
   8271.600   0.000000E+00     0.000   0.000   0.000   0.000
   8276.500   0.000000E+00     0.000   0.000   0.000   0.000
   8281.400   0.000000E+00     0.000   0.000   0.000   0.000
   8286.300   0.000000E+00     0.000   0.000   0.000   0.000
   8291.200   0.000000E+00     0.000   0.000   0.000   0.000
   8296.100   0.000000E+00     0.000   0.000   0.000   0.000
   8301.000   0.000000E+00     0.000   0.000   0.000   0.000
   8305.900   0.000000E+00     0.000   0.000   0.000   0.000
   8310.800   0.000000E+00     0.000   0.000   0.000   0.000
   8315.700   0.000000E+00     0.000   0.000   0.000   0.000
   8320.600   0.000000E+00     0.000   0.000   0.000   0.000
   8325.500   0.000000E+00     0.000   0.000   0.000   0.000
   8330.400   0.000000E+00     0.000   0.000   0.000   0.000
   8335.300   0.000000E+00     0.000   0.000   0.000   0.000
   8340.200   0.000000E+00     0.000   0.000   0.000   0.000
   8345.100   0.000000E+00     0.000   0.000   0.000   0.000
   8350.000   0.000000E+00     0.000   0.000   0.000   0.000
   8354.900   0.000000E+00     0.000   0.000   0.000   0.000
   8359.800   0.000000E+00     0.000   0.000   0.000   0.000
   8364.700   0.000000E+00     0.000   0.000   0.000   0.000
   8369.600   0.000000E+00     0.000   0.000   0.000   0.000
   8374.500   0.000000E+00     0.000   0.000   0.000   0.000
   8379.400   0.000000E+00     0.000   0.000   0.000   0.000
   8384.300   0.000000E+00     0.000   0.000   0.000   0.000
   8389.200   0.000000E+00     0.000   0.000   0.000   0.000
   8394.100   0.000000E+00     0.000   0.000   0.000   0.000
   8399.000   0.000000E+00     0.000   0.000   0.000   0.000
   8403.900   0.000000E+00     0.000   0.000   0.000   0.000
   8408.800   0.000000E+00     0.000   0.000   0.000   0.000
   8413.700   0.000000E+00     0.000   0.000   0.000   0.000
   8418.600   0.000000E+00     0.000   0.000   0.000   0.000
   8423.500   0.000000E+00     0.000   0.000   0.000   0.000
   8428.400   0.000000E+00     0.000   0.000   0.000   0.000
   8433.300   0.000000E+00     0.000   0.000   0.000   0.000
   8438.200   0.000000E+00     0.000   0.000   0.000   0.000
   8443.100   0.000000E+00     0.000   0.000   0.000   0.000
   8448.000   0.000000E+00     0.000   0.000   0.000   0.000
   8452.900   0.000000E+00     0.000   0.000   0.000   0.000
   8457.800   0.000000E+00     0.000   0.000   0.000   0.000
   8462.700   0.000000E+00     0.000   0.000   0.000   0.000
   8467.600   0.000000E+00     0.000   0.000   0.000   0.000
   8472.500   0.000000E+00     0.000   0.000   0.000   0.000
   8477.400   0.000000E+00     0.000   0.000   0.000   0.000
   8482.300   0.000000E+00     0.000   0.000   0.000   0.000
   8487.200   0.000000E+00     0.000   0.000   0.000   0.000
   8492.100   0.000000E+00     0.000   0.000   0.000   0.000
   8497.000   0.000000E+00     0.000   0.000   0.000   0.000
   8501.900   0.000000E+00     0.000   0.000   0.000   0.000
   8506.800   0.000000E+00     0.000   0.000   0.000   0.000
   8511.700   0.000000E+00     0.000   0.000   0.000   0.000
   8516.600   0.000000E+00     0.000   0.000   0.000   0.000
   8521.500   0.000000E+00     0.000   0.000   0.000   0.000
   8526.400   0.000000E+00     0.000   0.000   0.000   0.000
   8531.300   0.000000E+00     0.000   0.000   0.000   0.000
   8536.200   0.000000E+00     0.000   0.000   0.000   0.000
   8541.100   0.000000E+00     0.000   0.000   0.000   0.000
   8546.000   0.000000E+00     0.000   0.000   0.000   0.000
   8550.900   0.000000E+00     0.000   0.000   0.000   0.000
   8555.800   0.000000E+00     0.000   0.000   0.000   0.000
   8560.700   0.000000E+00     0.000   0.000   0.000   0.000
   8565.600   0.000000E+00     0.000   0.000   0.000   0.000
   8570.500   0.000000E+00     0.000   0.000   0.000   0.000
   8575.400   0.000000E+00     0.000   0.000   0.000   0.000
   8580.300   0.000000E+00     0.000   0.000   0.000   0.000
   8585.200   0.000000E+00     0.000   0.000   0.000   0.000
   8590.100   0.000000E+00     0.000   0.000   0.000   0.000
   8595.000   0.000000E+00     0.000   0.000   0.000   0.000
   8599.900   0.000000E+00     0.000   0.000   0.000   0.000
   8604.800   0.000000E+00     0.000   0.000   0.000   0.000
   8609.700   0.000000E+00     0.000   0.000   0.000   0.000
   8614.600   0.000000E+00     0.000   0.000   0.000   0.000
   8619.500   0.000000E+00     0.000   0.000   0.000   0.000
   8624.400   0.000000E+00     0.000   0.000   0.000   0.000
   8629.300   0.000000E+00     0.000   0.000   0.000   0.000
   8634.200   0.000000E+00     0.000   0.000   0.000   0.000
   8639.100   0.000000E+00     0.000   0.000   0.000   0.000
   8644.000   0.000000E+00     0.000   0.000   0.000   0.000
   8648.900   0.000000E+00     0.000   0.000   0.000   0.000
   8653.800   0.000000E+00     0.000   0.000   0.000   0.000
   8658.700   0.000000E+00     0.000   0.000   0.000   0.000
   8663.600   0.000000E+00     0.000   0.000   0.000   0.000
   8668.500   0.000000E+00     0.000   0.000   0.000   0.000
   8673.400   0.000000E+00     0.000   0.000   0.000   0.000
   8678.300   0.000000E+00     0.000   0.000   0.000   0.000
   8683.200   0.000000E+00     0.000   0.000   0.000   0.000
   8688.100   0.000000E+00     0.000   0.000   0.000   0.000
   8693.000   0.000000E+00     0.000   0.000   0.000   0.000
   8697.900   0.000000E+00     0.000   0.000   0.000   0.000
   8702.800   0.000000E+00     0.000   0.000   0.000   0.000
   8707.700   0.000000E+00     0.000   0.000   0.000   0.000
   8712.600   0.000000E+00     0.000   0.000   0.000   0.000
   8717.500   0.000000E+00     0.000   0.000   0.000   0.000
   8722.400   0.000000E+00     0.000   0.000   0.000   0.000
   8727.300   0.000000E+00     0.000   0.000   0.000   0.000
   8732.200   0.000000E+00     0.000   0.000   0.000   0.000
   8737.100   0.000000E+00     0.000   0.000   0.000   0.000
   8742.000   0.000000E+00     0.000   0.000   0.000   0.000
   8746.900   0.000000E+00     0.000   0.000   0.000   0.000
   8751.800   0.000000E+00     0.000   0.000   0.000   0.000
   8756.700   0.000000E+00     0.000   0.000   0.000   0.000
   8761.600   0.000000E+00     0.000   0.000   0.000   0.000
   8766.500   0.000000E+00     0.000   0.000   0.000   0.000
   8771.400   0.000000E+00     0.000   0.000   0.000   0.000
   8776.300   0.000000E+00     0.000   0.000   0.000   0.000
   8781.200   0.000000E+00     0.000   0.000   0.000   0.000
   8786.100   0.000000E+00     0.000   0.000   0.000   0.000
   8791.000   0.000000E+00     0.000   0.000   0.000   0.000
   8795.900   0.000000E+00     0.000   0.000   0.000   0.000
   8800.800   0.000000E+00     0.000   0.000   0.000   0.000
   8805.700   0.000000E+00     0.000   0.000   0.000   0.000
   8810.600   0.000000E+00     0.000   0.000   0.000   0.000
   8815.500   0.000000E+00     0.000   0.000   0.000   0.000
   8820.400   0.000000E+00     0.000   0.000   0.000   0.000
   8825.300   0.000000E+00     0.000   0.000   0.000   0.000
   8830.200   0.000000E+00     0.000   0.000   0.000   0.000
   8835.100   0.000000E+00     0.000   0.000   0.000   0.000
   8840.000   0.000000E+00     0.000   0.000   0.000   0.000
   8844.900   0.000000E+00     0.000   0.000   0.000   0.000
   8849.800   0.000000E+00     0.000   0.000   0.000   0.000
   8854.700   0.000000E+00     0.000   0.000   0.000   0.000
   8859.600   0.000000E+00     0.000   0.000   0.000   0.000
   8864.500   0.000000E+00     0.000   0.000   0.000   0.000
   8869.400   0.000000E+00     0.000   0.000   0.000   0.000
   8874.300   0.000000E+00     0.000   0.000   0.000   0.000
   8879.200   0.000000E+00     0.000   0.000   0.000   0.000
   8884.100   0.000000E+00     0.000   0.000   0.000   0.000
   8889.000   0.000000E+00     0.000   0.000   0.000   0.000
   8893.900   0.000000E+00     0.000   0.000   0.000   0.000
   8898.800   0.000000E+00     0.000   0.000   0.000   0.000
   8903.700   0.000000E+00     0.000   0.000   0.000   0.000
   8908.600   0.000000E+00     0.000   0.000   0.000   0.000
   8913.500   0.000000E+00     0.000   0.000   0.000   0.000
   8918.400   0.000000E+00     0.000   0.000   0.000   0.000
   8923.300   0.000000E+00     0.000   0.000   0.000   0.000
   8928.200   0.000000E+00     0.000   0.000   0.000   0.000
   8933.100   0.000000E+00     0.000   0.000   0.000   0.000
   8938.000   0.000000E+00     0.000   0.000   0.000   0.000
   8942.900   0.000000E+00     0.000   0.000   0.000   0.000
   8947.800   0.000000E+00     0.000   0.000   0.000   0.000
   8952.700   0.000000E+00     0.000   0.000   0.000   0.000
   8957.600   0.000000E+00     0.000   0.000   0.000   0.000
   8962.500   0.000000E+00     0.000   0.000   0.000   0.000
   8967.400   0.000000E+00     0.000   0.000   0.000   0.000
   8972.300   0.000000E+00     0.000   0.000   0.000   0.000
   8977.200   0.000000E+00     0.000   0.000   0.000   0.000
   8982.100   0.000000E+00     0.000   0.000   0.000   0.000
   8987.000   0.000000E+00     0.000   0.000   0.000   0.000
   8991.900   0.000000E+00     0.000   0.000   0.000   0.000
   8996.800   0.000000E+00     0.000   0.000   0.000   0.000
   9001.700   0.000000E+00     0.000   0.000   0.000   0.000
   9006.600   0.000000E+00     0.000   0.000   0.000   0.000
   9011.500   0.000000E+00     0.000   0.000   0.000   0.000
   9016.400   0.000000E+00     0.000   0.000   0.000   0.000
   9021.300   0.000000E+00     0.000   0.000   0.000   0.000
   9026.200   0.000000E+00     0.000   0.000   0.000   0.000
   9031.100   0.000000E+00     0.000   0.000   0.000   0.000
   9036.000   0.000000E+00     0.000   0.000   0.000   0.000
   9040.900   0.000000E+00     0.000   0.000   0.000   0.000
   9045.800   0.000000E+00     0.000   0.000   0.000   0.000
   9050.700   0.000000E+00     0.000   0.000   0.000   0.000
   9055.600   0.000000E+00     0.000   0.000   0.000   0.000
   9060.500   0.000000E+00     0.000   0.000   0.000   0.000
   9065.400   0.000000E+00     0.000   0.000   0.000   0.000
   9070.300   0.000000E+00     0.000   0.000   0.000   0.000
   9075.200   0.000000E+00     0.000   0.000   0.000   0.000
   9080.100   0.000000E+00     0.000   0.000   0.000   0.000
   9085.000   0.000000E+00     0.000   0.000   0.000   0.000
   9089.900   0.000000E+00     0.000   0.000   0.000   0.000
   9094.800   0.000000E+00     0.000   0.000   0.000   0.000
   9099.700   0.000000E+00     0.000   0.000   0.000   0.000
   9104.600   0.000000E+00     0.000   0.000   0.000   0.000
   9109.500   0.000000E+00     0.000   0.000   0.000   0.000
   9114.400   0.000000E+00     0.000   0.000   0.000   0.000
   9119.300   0.000000E+00     0.000   0.000   0.000   0.000
   9124.200   0.000000E+00     0.000   0.000   0.000   0.000
   9129.100   0.000000E+00     0.000   0.000   0.000   0.000
   9134.000   0.000000E+00     0.000   0.000   0.000   0.000
   9138.900   0.000000E+00     0.000   0.000   0.000   0.000
   9143.800   0.000000E+00     0.000   0.000   0.000   0.000
   9148.700   0.000000E+00     0.000   0.000   0.000   0.000
   9153.600   0.000000E+00     0.000   0.000   0.000   0.000
   9158.500   0.000000E+00     0.000   0.000   0.000   0.000
   9163.400   0.000000E+00     0.000   0.000   0.000   0.000
   9168.300   0.000000E+00     0.000   0.000   0.000   0.000
   9173.200   0.000000E+00     0.000   0.000   0.000   0.000
   9178.100   0.000000E+00     0.000   0.000   0.000   0.000
   9183.000   0.000000E+00     0.000   0.000   0.000   0.000
   9187.900   0.000000E+00     0.000   0.000   0.000   0.000
   9192.800   0.000000E+00     0.000   0.000   0.000   0.000
   9197.700   0.000000E+00     0.000   0.000   0.000   0.000
   9202.600   0.000000E+00     0.000   0.000   0.000   0.000
   9207.500   0.000000E+00     0.000   0.000   0.000   0.000
   9212.400   0.000000E+00     0.000   0.000   0.000   0.000
   9217.300   0.000000E+00     0.000   0.000   0.000   0.000
   9222.200   0.000000E+00     0.000   0.000   0.000   0.000
   9227.100   0.000000E+00     0.000   0.000   0.000   0.000
   9232.000   0.000000E+00     0.000   0.000   0.000   0.000
   9236.900   0.000000E+00     0.000   0.000   0.000   0.000
   9241.800   0.000000E+00     0.000   0.000   0.000   0.000
   9246.700   0.000000E+00     0.000   0.000   0.000   0.000
   9251.600   0.000000E+00     0.000   0.000   0.000   0.000
   9256.500   0.000000E+00     0.000   0.000   0.000   0.000
   9261.400   0.000000E+00     0.000   0.000   0.000   0.000
   9266.300   0.000000E+00     0.000   0.000   0.000   0.000
   9271.200   0.000000E+00     0.000   0.000   0.000   0.000
   9276.100   0.000000E+00     0.000   0.000   0.000   0.000
   9281.000   0.000000E+00     0.000   0.000   0.000   0.000
   9285.900   0.000000E+00     0.000   0.000   0.000   0.000
   9290.800   0.000000E+00     0.000   0.000   0.000   0.000
   9295.700   0.000000E+00     0.000   0.000   0.000   0.000
   9300.600   0.000000E+00     0.000   0.000   0.000   0.000
   9305.500   0.000000E+00     0.000   0.000   0.000   0.000
   9310.400   0.000000E+00     0.000   0.000   0.000   0.000
   9315.300   0.000000E+00     0.000   0.000   0.000   0.000
   9320.200   0.000000E+00     0.000   0.000   0.000   0.000
   9325.100   0.000000E+00     0.000   0.000   0.000   0.000
   9330.000   0.000000E+00     0.000   0.000   0.000   0.000
   9334.900   0.000000E+00     0.000   0.000   0.000   0.000
   9339.800   0.000000E+00     0.000   0.000   0.000   0.000
   9344.700   0.000000E+00     0.000   0.000   0.000   0.000
   9349.600   0.000000E+00     0.000   0.000   0.000   0.000
   9354.500   0.000000E+00     0.000   0.000   0.000   0.000
   9359.400   0.000000E+00     0.000   0.000   0.000   0.000
   9364.300   0.000000E+00     0.000   0.000   0.000   0.000
   9369.200   0.000000E+00     0.000   0.000   0.000   0.000
   9374.100   0.000000E+00     0.000   0.000   0.000   0.000
   9379.000   0.000000E+00     0.000   0.000   0.000   0.000
   9383.900   0.000000E+00     0.000   0.000   0.000   0.000
   9388.800   0.000000E+00     0.000   0.000   0.000   0.000
   9393.700   0.000000E+00     0.000   0.000   0.000   0.000
   9398.600   0.000000E+00     0.000   0.000   0.000   0.000
   9403.500   0.000000E+00     0.000   0.000   0.000   0.000
   9408.400   0.000000E+00     0.000   0.000   0.000   0.000
   9413.300   0.000000E+00     0.000   0.000   0.000   0.000
   9418.200   0.000000E+00     0.000   0.000   0.000   0.000
   9423.100   0.000000E+00     0.000   0.000   0.000   0.000
   9428.000   0.000000E+00     0.000   0.000   0.000   0.000
   9432.900   0.000000E+00     0.000   0.000   0.000   0.000
   9437.800   0.000000E+00     0.000   0.000   0.000   0.000
   9442.700   0.000000E+00     0.000   0.000   0.000   0.000
   9447.600   0.000000E+00     0.000   0.000   0.000   0.000
   9452.500   0.000000E+00     0.000   0.000   0.000   0.000
   9457.400   0.000000E+00     0.000   0.000   0.000   0.000
   9462.300   0.000000E+00     0.000   0.000   0.000   0.000
   9467.200   0.000000E+00     0.000   0.000   0.000   0.000
   9472.100   0.000000E+00     0.000   0.000   0.000   0.000
   9477.000   0.000000E+00     0.000   0.000   0.000   0.000
   9481.900   0.000000E+00     0.000   0.000   0.000   0.000
   9486.800   0.000000E+00     0.000   0.000   0.000   0.000
   9491.700   0.000000E+00     0.000   0.000   0.000   0.000
   9496.600   0.000000E+00     0.000   0.000   0.000   0.000
   9501.500   0.000000E+00     0.000   0.000   0.000   0.000
   9506.400   0.000000E+00     0.000   0.000   0.000   0.000
   9511.300   0.000000E+00     0.000   0.000   0.000   0.000
   9516.200   0.000000E+00     0.000   0.000   0.000   0.000
   9521.100   0.000000E+00     0.000   0.000   0.000   0.000
   9526.000   0.000000E+00     0.000   0.000   0.000   0.000
   9530.900   0.000000E+00     0.000   0.000   0.000   0.000
   9535.800   0.000000E+00     0.000   0.000   0.000   0.000
   9540.700   0.000000E+00     0.000   0.000   0.000   0.000
   9545.600   0.000000E+00     0.000   0.000   0.000   0.000
   9550.500   0.000000E+00     0.000   0.000   0.000   0.000
   9555.400   0.000000E+00     0.000   0.000   0.000   0.000
   9560.300   0.000000E+00     0.000   0.000   0.000   0.000
   9565.200   0.000000E+00     0.000   0.000   0.000   0.000
   9570.100   0.000000E+00     0.000   0.000   0.000   0.000
   9575.000   0.000000E+00     0.000   0.000   0.000   0.000
   9579.900   0.000000E+00     0.000   0.000   0.000   0.000
   9584.800   0.000000E+00     0.000   0.000   0.000   0.000
   9589.700   0.000000E+00     0.000   0.000   0.000   0.000
   9594.600   0.000000E+00     0.000   0.000   0.000   0.000
   9599.500   0.000000E+00     0.000   0.000   0.000   0.000
   9604.400   0.000000E+00     0.000   0.000   0.000   0.000
   9609.300   0.000000E+00     0.000   0.000   0.000   0.000
   9614.200   0.000000E+00     0.000   0.000   0.000   0.000
   9619.100   0.000000E+00     0.000   0.000   0.000   0.000
   9624.000   0.000000E+00     0.000   0.000   0.000   0.000
   9628.900   0.000000E+00     0.000   0.000   0.000   0.000
   9633.800   0.000000E+00     0.000   0.000   0.000   0.000
   9638.700   0.000000E+00     0.000   0.000   0.000   0.000
   9643.600   0.000000E+00     0.000   0.000   0.000   0.000
   9648.500   0.000000E+00     0.000   0.000   0.000   0.000
   9653.400   0.000000E+00     0.000   0.000   0.000   0.000
   9658.300   0.000000E+00     0.000   0.000   0.000   0.000
   9663.200   0.000000E+00     0.000   0.000   0.000   0.000
   9668.100   0.000000E+00     0.000   0.000   0.000   0.000
   9673.000   0.000000E+00     0.000   0.000   0.000   0.000
   9677.900   0.000000E+00     0.000   0.000   0.000   0.000
   9682.800   0.000000E+00     0.000   0.000   0.000   0.000
   9687.700   0.000000E+00     0.000   0.000   0.000   0.000
   9692.600   0.000000E+00     0.000   0.000   0.000   0.000
   9697.500   0.000000E+00     0.000   0.000   0.000   0.000
   9702.400   0.000000E+00     0.000   0.000   0.000   0.000
   9707.300   0.000000E+00     0.000   0.000   0.000   0.000
   9712.200   0.000000E+00     0.000   0.000   0.000   0.000
   9717.100   0.000000E+00     0.000   0.000   0.000   0.000
   9722.000   0.000000E+00     0.000   0.000   0.000   0.000
   9726.900   0.000000E+00     0.000   0.000   0.000   0.000
   9731.800   0.000000E+00     0.000   0.000   0.000   0.000
   9736.700   0.000000E+00     0.000   0.000   0.000   0.000
   9741.600   0.000000E+00     0.000   0.000   0.000   0.000
   9746.500   0.000000E+00     0.000   0.000   0.000   0.000
   9751.400   0.000000E+00     0.000   0.000   0.000   0.000
   9756.300   0.000000E+00     0.000   0.000   0.000   0.000
   9761.200   0.000000E+00     0.000   0.000   0.000   0.000
   9766.100   0.000000E+00     0.000   0.000   0.000   0.000
   9771.000   0.000000E+00     0.000   0.000   0.000   0.000
   9775.900   0.000000E+00     0.000   0.000   0.000   0.000
   9780.800   0.000000E+00     0.000   0.000   0.000   0.000
   9785.700   0.000000E+00     0.000   0.000   0.000   0.000
   9790.600   0.000000E+00     0.000   0.000   0.000   0.000
   9795.500   0.000000E+00     0.000   0.000   0.000   0.000
   9800.400   0.000000E+00     0.000   0.000   0.000   0.000
   9805.300   0.000000E+00     0.000   0.000   0.000   0.000
   9810.200   0.000000E+00     0.000   0.000   0.000   0.000
   9815.100   0.000000E+00     0.000   0.000   0.000   0.000
   9820.000   0.000000E+00     0.000   0.000   0.000   0.000
   9824.900   0.000000E+00     0.000   0.000   0.000   0.000
   9829.800   0.000000E+00     0.000   0.000   0.000   0.000
   9834.700   0.000000E+00     0.000   0.000   0.000   0.000
   9839.600   0.000000E+00     0.000   0.000   0.000   0.000
   9844.500   0.000000E+00     0.000   0.000   0.000   0.000
   9849.400   0.000000E+00     0.000   0.000   0.000   0.000
   9854.300   0.000000E+00     0.000   0.000   0.000   0.000
   9859.200   0.000000E+00     0.000   0.000   0.000   0.000
   9864.100   0.000000E+00     0.000   0.000   0.000   0.000
   9869.000   0.000000E+00     0.000   0.000   0.000   0.000
   9873.900   0.000000E+00     0.000   0.000   0.000   0.000
   9878.800   0.000000E+00     0.000   0.000   0.000   0.000
   9883.700   0.000000E+00     0.000   0.000   0.000   0.000
   9888.600   0.000000E+00     0.000   0.000   0.000   0.000
   9893.500   0.000000E+00     0.000   0.000   0.000   0.000
   9898.400   0.000000E+00     0.000   0.000   0.000   0.000
   9903.300   0.000000E+00     0.000   0.000   0.000   0.000
   9908.200   0.000000E+00     0.000   0.000   0.000   0.000
   9913.100   0.000000E+00     0.000   0.000   0.000   0.000
   9918.000   0.000000E+00     0.000   0.000   0.000   0.000
   9922.900   0.000000E+00     0.000   0.000   0.000   0.000
   9927.800   0.000000E+00     0.000   0.000   0.000   0.000
   9932.700   0.000000E+00     0.000   0.000   0.000   0.000
   9937.600   4.828191E-28     1.000   0.000   0.000   0.000
   9942.500   9.919634E-27     1.000   0.000   0.000   0.000
   9947.400   8.921431E+00     1.000   0.000   0.000   0.000
   9952.300   4.915982E+02     1.000   0.000   0.000   0.000
